enterpriseId,enterpriseName,gongyingshangId,gongyingshangName
01d9546e21b3a4a5ac4b79fc29bb074f,国网山西省电力公司,aeaf8e4bab9caa55beff093628aa7b4f,深圳市中电电力技术股份有限公司
01d9546e21b3a4a5ac4b79fc29bb074f,国网山西省电力公司,e976fc8a88bf492dbe1c661b56658111,北京博远嘉信企业管理咨询有限公司
01dcf9694f255899d2edbdecf147861c,内蒙古电力（集团）有限责任公司阿拉善电业局,85cd19aef482b26f142fa92fbd16ee73,威胜信息技术股份有限公司
01dfba20bd11ec71d2b654791b558a24,内蒙古电力建设（集团）有限公司,a43749b90cb9ecbb919e37115ac3c193,哈电集团哈尔滨电站阀门有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,048771ede4671f5c7c0abfe8c4b61837,科理咨询（深圳）股份有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,2aa5190b74511f77a244517fc66acdb1,东方电气集团大件物流有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,30bf5f9451f51b1ca1706e46a3307cc8,成都京东世纪贸易有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,3cdd30842a579f25229d2c0f8ffc3fec,深圳扬智嘉明企业管理咨询有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,59450aa28d07d2ef7eabf7c7e7e0fc7c,苏州热工研究院有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,720b7f41b68080fc4e510f41080252ea,巨力索具股份有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,73db23aa36e8b1855459910891df0b34,东方电气集团（四川）物产有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,744ac65a2db80ced5bba74f9ac766679,上海联宏创能信息科技有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,80c94920d84693a1669bd901c5915dd2,中际联合（北京）科技股份有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,98bb72ae74926ec702ade847b9d822e5,通标标准技术服务有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,997377fc61f618356b706d3460e547a3,成都契玛克控制工程有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,9fff115a828b688717a719fef135c388,舟山市正源标准件有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,a3cc2c1995ae60c8e0f87856b08c6a6c,东方电气自动控制工程有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,ab6dc6312d1a4b3043bb1c198a996a0c,三河市布莱斯科通用机械设备制造有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,b118d3106a3ef7ae72ba94bf3c2a6bd1,湖南飞沃新能源科技股份有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,b3a80299c93f8a5cafa578a20b11fa91,德阳观致文化传播有限公司
