standard_num,level,standard_name,drafts_name,publish_date,status
AQ 2001-2018,行业标准,炼钢安全规程,"中国宝武钢铁集团有限公司,首钢京唐钢铁联合有限责任公司,中钢集团武汉安全环保研究院有限公司,中冶南方工程技术有限公司,北京金恒博远科技股份有限公司",2018-05-22,现行
AQ 2002-2018,行业标准,炼铁安全规程,"宁波钢铁有限公司,中国宝武钢铁集团有限公司,中钢集团武汉安全环保研究院有限公司,中冶南方工程技术有限公司,湖南华菱湘潭钢铁有限公司,北京金恒博远科技股份有限公司",2018-05-22,现行
AQ 2003-2018,行业标准,轧钢安全规程,"大冶特殊钢股份有限公司,中国宝武钢铁集团有限公司,中钢集团武汉安全环保研究院有限公司,中冶南方工程技术有限公司,湖南华菱湘潭钢铁有限公司,北京金恒博远科技股份有限公司",2018-05-22,现行
AQ 7011-2018,行业标准,高温熔融金属吊运安全规程,"中国宝武钢铁集团有限公司,中钢集团武汉安全环保研究院有限公司,内蒙古鄂尔多斯电力冶金集团股份有限公司,湖南华菱湘潭钢铁有限公司,山西华泽铝电有限公司",2018-05-22,现行
AQ 7012-2018,行业标准,煤气排水器安全技术规程,"中钢集团吉林铁合金股份有限公司,首钢京唐钢铁联合有限责任公司,中钢集团武汉安全环保研究院有限公司,河南亚天高压阀门制造有限公司,中冶南方工程技术有限公司,湖南华菱湘潭钢铁有限公司,攀钢集团有限公司",2018-05-22,现行
CB/T 3484-2011,行业标准,民用船舶修正总吨计算,"广州中船龙穴造船有限公司,中国船舶工业综合技术经济研究院",2011-06-15,现行
CB/T 3778-2019,行业标准,测深装置元件,"广船国际有限公司,中国船舶工业综合技术经济研究院",2019-05-02,现行
CB/T 3818-2013,行业标准,索具螺旋扣,"巨力索具股份有限公司,沪东中华造船(集团)有限公司",2013-04-25,现行
CB/T 4492-2019,行业标准,船用钢质踏步,广船国际有限公司,2019-05-02,现行
CB/T 4495-2019,行业标准,油舱防火透气头,"广船国际有限公司,中国船舶工业综合技术经济研究院",2019-05-02,现行
DA/T 72-2019,行业标准,岩心档案管理规范,中广核工程有限公司,2019-03-04,现行
DB 3307/T 102-2019,地方标准,电子商务产品质量检验检测机构服务规范,"浙江省方大标准信息有限公司,金华市金诚质量技术培训中心,金华市质量技术监督检测院,永康市质量技术监督检测中心",2019-12-30,现行
DB14/T 2271-2015,地方标准,智能化露天矿建设规范,"中煤平朔集团有限公司,山西天科信息安全科技有限公司,太原重工股份有限公司,精英数智科技股份有限公司,山西科达自控股份有限公司,山西阳光三极科技股份有限公司,山西优班图科技股份有限公司,中煤西安设计工程有限责任公司,联通(山西)产业互联网有限公司",2021-02-26,现行
DB14/T 2470—2022,地方标准,在用起重机械无损检测 通用技术条件,"太原重工股份有限公司,山西省机械产品质量监督检验站有限公司,山西国控集团信息工程技术有限公司",2022-06-14,现行
DB14/T 2471—2022,地方标准,高强度螺栓使用要求,"太原中车时代轨道工程机械有限公司,太原重工股份有限公司,山西汾西重工有限责任公司",2022-06-14,现行
DB14/T 2472—2022,地方标准,离散型装备制造业数字化车间互联互通要求,"太原重工股份有限公司,山西国控集团信息工程技术有限公司,山西汾西重工有限责任公司",2022-06-14,现行
DB14/T 2473—2022,地方标准,基于智能制造  产品设计数据管理要求,"太原重工股份有限公司,山西国控集团信息工程技术有限公司,山西汾西重工有限责任公司",2022-06-14,现行
DB14/T 2474—2022,地方标准,风力发电机组关键零部件在线振动监测指南,"太原重工股份有限公司,太原重工新能源装备有限公司,山西国控集团信息工程技术有限公司,山西汾西重工有限责任公司",2022-06-14,现行
DB14/T 2475—2022,地方标准,在役充电桩安全管理规范,"深圳市星龙检测有限公司,山西特来电新能源科技有限公司,太原龙城智讯停车资源管理有限公司,太原重工股份有限公司,山西省机械产品质量监督检验站有限公司,中国机械科学研究总院集团有限公司,深圳天溯计量检测股份有限公司,山西省机电设计研究院有限公司,山西汾西电子科技股份有限公司",2022-06-14,现行
DB31/T 681-2015,地方标准,环卫车技术与配置要求,"上海航空特种车辆有限责任公司,上海市绿化和市容管理局,中联重科股份有限公司,上海沪光客车厂,上海机动车检测中心,航天晨光股份有限公司,福建龙马环卫装备股份有限公司",2015-09-18,现行
DB3302/T 1125-2021,地方标准,菜市场建设布局规范,"通标标准技术服务有限公司,宁波市市场监督管理局,宁波美成生物科技有限公司,北京每日优鲜电子商务有限公司,宁波市鄞州区市场发展投资有限公司,宁波市商务局,宁波市标准化研究院,宁波商贸菜市场管理有限公司",2021-11-10,现行
DB3302/T 2002-2021,地方标准,航标自动气象站观测规范,"通标标准技术服务有限公司,宁波市市场监督管理局,宁波美成生物科技有限公司,北京每日优鲜电子商务有限公司,宁波市鄞州区市场发展投资有限公司,宁波市商务局,宁波市标准化研究院,宁波商贸菜市场管理有限公司",2021-12-10,现行
DB34/T 3087-2018,地方标准,覆铜箔层压板单位产品综合能耗限额,"铜陵市节能监察中心,铜陵华科电子材料有限公司,广州赛宝认证中心服务有限,铜陵市质量技术监督稽查支队,铜陵市节能和资源综合利用办公室",2018-04-16,现行
DB34/T 3088-2018,地方标准,硫化钠单位产品综合能耗限额,"铜陵市节能监察中心,安徽省产品质量监督检验研,有限公司,铜陵有色金属集团股份,铜陵铜冠神虹化工有限责任公司,铜陵市节能与资源综合利用办公室,稽查支队,铜陵市质量技术监督,广州赛宝认证中心服务有限公司",2018-04-16,现行
DB34/T 3089-2018,地方标准,电容器用薄膜单位产品综合能耗限额,"铜陵市节能监察中心,安徽铜峰电子股份有限公司,铜陵市质量技术监督稽查支队,广州赛宝认证中心服务有限公司,铜陵市节能和资源综合利用办公室",2018-04-16,现行
DB35/T 1434-2014,地方标准,休闲服装,"虎都(中国)男装有限公司,利郎(中国)有限公司,福建七匹狼实业股份有限公司,福建省纤维检验局,福建柒牌集团有限公司,九牧王股份有限公司",2014-05-21,现行
DB35/T 1504-2015,地方标准,双面穿服装通用技术要求,"圣弗莱(福建)户外用品有限公司,福建七匹狼实业股份有限公司,福建省纤维检验局,晋江明伟鞋服有限公司,晋江市纺织服装质量技术中心",2015-06-26,现行
DB35/T 1538-2015,地方标准,天然气用超声流量计远程在线诊断及检验方法,"福建省计量科学研究院,艾默生过程控制有限公司",2015-12-28,现行
DB44/ 765-2010,地方标准,锅炉大气污染物排放标准,"广东省环境科学研究院,广州市环境保护技术设备公司",2010-06-09,有更新版
DB4403/T 12-2019,地方标准,物业服务要求 商务写字楼,"通标标准技术服务有限公司,中航物业管理有限公司",2019-03-26,现行
DB4403/T 194-2021,地方标准,物业服务要求  医院,"深圳市标准技术研究院,通标标准技术服务有限公司,深圳市嘉诚物业管理有限公司,众安康后勤,深圳市卓越绩效管理促进会(深圳标准认证联盟秘书处),深圳市龙城物业管理有限公司,集团有限公司,中航物业管理有限公司,深圳市明喆物业管理有限公司,深圳市卫生健康委员会,深圳万泰认证有限公司",2021-10-26,现行
DB50/T 1235-2022,地方标准,电梯物联网系统技术要求,"重庆川仪自动化股份有限公司,上海新时达电气股份有限公司,重庆市特种设备检测研究院,中国四联仪器仪表集团有限公司,重庆市市场监督管理局机电处,重庆迈高电梯有限公司,重庆市质量和标准化研究院",2022-04-11,现行
DB50/T 756-2017,地方标准,仪器仪表可靠性分配指南,"重庆川仪自动化股份有限公司,重庆大正温度仪表有限责任公司,重庆工业自动化仪表研究所,重庆耐德工业股份有限公司",2017-10-20,现行
DB51/T 2447-2018,地方标准,高海拔地区光伏发电站设计规范,"中国建筑西南设计研究院有限公司,中国电力工程顾问,四川大学电气信息学院,昆明电器科学研究所,中国电建集团成都勘测设计研究院有限公司,四川省电气照明学会,信息产业电子第十一设计研究院科技工程股份有限公司",2018-04-18,现行
DB51/T 2696-2020,地方标准,四川省公共厕所信息标志标准,中国建筑西南设计研究院有限公司,2020-07-14,现行
DB5115/T 33-2020,地方标准,绿色设计产品评价技术规范 多粮浓香型白酒,"四川轻化工大学,宜宾五粮液股份有限公司,宜宾市生态环境局,宜宾职业技术学院,广州赛宝认证中心服务有限公司,宜宾市标准化促进会",2020-07-13,现行
DB63/T 1248-2014,地方标准,特种设备安全使用管理评价细则,"西宁特殊钢股份有限公司,青海盐湖工业股份有限公司化工分公司,青海省特种设备协会,中国铝业青海分公司,青海省特种设备检验所",2014-03-03,现行
DL/T 1033.11-2014,行业标准,电力行业词汇 第11部分：事故、保护、安全和可靠性,苏州热工研究院有限公司,2014-10-15,现行
DL/T 1033.3-2014,行业标准,电力行业词汇 第3部分：发电厂、水力发电,苏州热工研究院有限公司,2014-10-15,现行
DL/T 1033.5-2014,行业标准,电力行业词汇 第5部分：核能发电,苏州热工研究院有限公司,2014-10-15,现行
DL/T 1033.6-2014,行业标准,电力行业词汇 第6部分：新能源发电,苏州热工研究院有限公司,2014-10-15,现行
DL/T 1160-2012,行业标准,电站锅炉受热面电弧喷涂施工及验收规范,"北京矿冶研究院,苏州热工研究院有限公司",2012-08-23,现行
DL/T 1475-2015,行业标准,电力安全工器具配置与存放技术要求,"国网江苏省电力公司,苏州热工研究院有限公司,国网陕西省电力公司",2015-07-01,现行
DL/T 1476-2015,行业标准,电力安全工器具预防性试验规程,"国网江苏省电力公司,苏州热工研究院有限公司,国网宁夏电力公司",2015-07-01,现行
DL/T 1479-2015,行业标准,发电厂水汽中乙醇胺浓度的测定 离子色谱法,"西安热工研究院有限公司,中国核动力研究设计院,苏州热工研究院有限公司",2015-07-01,现行
DL/T 519-2014,行业标准,发电厂水处理用离子交换树脂验收标准,"西安热工研究院有限公司,中广核工程有限公司",2014-03-18,现行
DL/T 5390-2014,行业标准,发电厂和变电站照明设计技术规定,"中国电力工程顾问集团西北电力设计院,中广核工程有限公司",2014-10-15,现行
DL/T 715-2015,行业标准,火力发电厂金属材料选用导则,"西安热工研究院有限公司,苏州热工研究院有限公司,华北电力科学研究院",2015-04-02,现行
DL/T 771-2014,行业标准,发电厂水处理用离子交换树脂选用导则,"武汉大学,中广核工程有限公司",2014-03-18,现行
EJ 1042-2014,行业标准,低、中水平放射性固体废物容器 钢桶,中国核电工程有限公司,2014-11-17,现行
EJ/T 1028-2014,行业标准,锆及锆合金的高压釜腐蚀试验,中核建中核燃料元件有限公司,2014-11-17,现行
EJ/T 1175.1-2004,行业标准,密封箱室部件 第1部分：手套接盘、封袋接盘、手套孔盖、封带孔盖、密封环及可互换件,核工业第二研究设计院,2004-02-16,现行
EJ/T 1175.2-2004,行业标准,密封箱室部件 第2部分：手套、焊封袋、剑式机械手护套及主从机械手护套,核工业第二研究设计院,2004-02-16,现行
EJ/T 1175.5-2008,行业标准,密封箱室部件 第5部分：不带屏蔽密封箱室用电气及流体管道贯穿件,核工业第二研究设计院,2008-03-17,现行
EJ/T 1175.6-2014,行业标准,密封箱室部件 第6部分：屏蔽密封箱室常用贯穿件,中国核电工程有限公司,2014-11-17,现行
EJ/T 1181-2005,行业标准,核级空气净化部件安装用箱体,核工业第五研究设计院,2005-04-11,有更新版
EJ/T 1182-2005,行业标准,核级空气净化部件安装用排架,核工业第五研究设计院,2005-04-11,有更新版
EJ/T 1189-2005,行业标准,压水堆核电厂主蒸汽系统设计要求,核工业第二研究设计院,2005-04-11,现行
EJ/T 1197-2007,行业标准,核电厂安全级电气设备质量鉴定试验方法与环境条件,核工业第二研究设计院,2007-05-22,现行
EJ/T 1200-2006,行业标准,生产堆退役设计安全准则,核工业第二研究设计院,2006-12-15,现行
EJ/T 1201-2006,行业标准,核燃料后处理厂退役设计安全准则,核工业第二研究设计院,2006-12-15,现行
EJ/T 1212.10-2008,行业标准,烧结氧化钆-二氧化铀芯块分析方法 第10部分：高频感应燃烧红外检测法测定碳,中核建中核燃料元件公司,2008-03-17,现行
EJ/T 1212.11-2008,行业标准,烧结氧化钆-二氧化铀芯块分析方法 第11部分：热真空提取法测定总气体含量,中核建中核燃料元件公司,2008-03-17,有更新版
EJ/T 1212.6-2008,行业标准,烧结氧化钆-二氧化铀芯块分析方法 第6部分：高温水解离子选择性电极法测定氯,中核建中核燃料元件公司,2008-03-17,现行
EJ/T 1212.7-2008,行业标准,烧结氧化钆-二氧化铀芯块分析方法 第7部分：惰性气体熔融法测定氢,中核建中核燃料元件公司,2008-03-17,现行
EJ/T 1212.8-2008,行业标准,烧结氧化钆-二氧化铀芯块分析方法 第8部分：蒸馏奈斯勒试剂光度法测定氮,中核建中核燃料元件公司,2008-03-17,现行
EJ/T 1212.9-2008,行业标准,烧结氧化钆-二氧化铀芯块分析方法 第9部分：高温水解离子选择性电极法测定氟,中核建中核燃料元件公司,2008-03-17,现行
EJ/T 20047-2014,行业标准,工作场所α放射性气溶胶活度浓度监测 衰变法,中核建中核燃料元件有限公司,2014-11-17,现行
EJ/T 20050-2014,行业标准,非反应堆核设施通风系统的设计及运行准则,中国核电工程有限公司,2014-11-17,现行
EJ/T 20057-2014,行业标准,大气沉降物中铀浓度测定 紫外液体荧光法,中核建中核燃料元件有限公司,2014-11-17,现行
EJ/T 20087-2014,行业标准,中等水平放射性废液中硝酸根测定 重铬酸钾滴定法,中核四〇四有限公司,2014-11-17,现行
EJ/T 20095-2014,行业标准,六氟化铀专用真空阀门规范,"中核新能核工业工程有限责任公司,中核苏阀科技实业股份有限公司",2014-11-17,现行
EJ/T 20149.1-2018,行业标准,热室设备设计导则 第1部分：通用设计导则,"中国核电工程有限公司,核工业标准化研究所",2018-01-18,现行
EJ/T 20157-2018,行业标准,α废物处置前管理要求,中国核电工程有限公司,2018-01-18,现行
EJ/T 20160-2018,行业标准,核燃料后处理设施安全要求,"中国核电工程有限公司,核工业标准化研究所",2018-01-18,现行
EJ/T 20177-2018,行业标准,多输入多输出振动控制仪检测方法,"中国核动力研究设计院,中国工程物理研究院计量测试中心,招商局重庆交通科研设计院有限公司,中国工程物理研究院总体工程研究所,上海核工程研究设计院",2018-01-18,现行
EJ/T 20184-2018,行业标准,低放有机废液 钚α活度浓度测定 TiOA萃取-液闪法,"中核四川环保工程有限责任公司,核工业标准化研究所",2018-01-18,现行
EJ/T 20188-2018,行业标准,低放有机废液 总β活度浓度测定 β计数法,"中核四川环保工程有限责任公司,核工业标准化研究所",2018-01-18,现行
EJ/T 20191-2018,行业标准,放射性金属废物 钚α活度浓度测定 TiOA萃取-液闪法,"中核四川环保工程有限责任公司,核工业标准化研究所",2018-01-18,现行
EJ/T 20193-2018,行业标准,放射性金属废物 137Cs活度浓度测定 γ能谱法,"中核四川环保工程有限责任公司,核工业标准化研究所",2018-01-18,现行
EJ/T 20195-2018,行业标准,放射性金属废物 总β活度浓度测定 β计数法,"中核四川环保工程有限责任公司,核工业标准化研究所",2018-01-18,现行
EJ/T 564-2006,行业标准,核电厂物项包装、运输、装卸、接收、贮存和维护要求,核工业第二研究设计院,2006-12-15,现行
EJ/T 774-2014,行业标准,核工业质量检验系统要求,中核四〇四有限公司,2014-05-06,现行
EJ/T 791-2014,行业标准,核空气净化系统的现场检验,上海核工程研究设计院,2014-05-06,现行
EJ/T 868-2014,行业标准,核燃料组件制造中的质量保证,中核建中核燃料元件有限公司,2014-05-06,现行
EJ/T 878-2011,行业标准,乏燃料离堆贮存水池安全设计准则,中国核电工程有限公司,2011-07-19,现行
EJ/T 883-2006,行业标准,压水堆核电厂乏燃料贮存设计准则,核工业第二研究设计院,2006-12-15,现行
EJ/T 886-2006,行业标准,核级通风机设计通则,核工业第二研究设计院,2006-12-15,有更新版
EJ/T 898-2014,行业标准,二氧化铀粉末松装密度和振实密度的测定,中核建中核燃料元件有限公司,2014-05-06,现行
EJ/T 939-2014,行业标准,核燃料后处理厂建（构）筑物、系统和部件的分级准则,中国核电工程有限公司,2014-11-17,现行
FZ/T 01121-2014,行业标准,纺织品 耐磨性能试验 平磨法,"深圳市华测检测技术股份有限公司,中纺标(北京)检验认证中心有限公司",2014-07-09,现行
FZ/T 73020-2012,行业标准,针织休闲服装,"国家针织产品质量监督检验中心,福建七匹狼实业股份有限公司",2012-12-28,有更新版
FZ/T 73043-2012,行业标准,针织衬衫,"福建七匹狼实业股份有限公司,宁波纤维检验所",2012-12-28,有更新版
GA 1800.6-2021,行业标准,电力系统治安反恐防范要求 第6部分：核能发电企业,"北京艾克塞斯科技发展有限责任公司,国家国防科技工业局核应急安全司,公安部安全与警用电子产品质量检测中心,中国核电工程有限公司,江苏固耐特围栏系统股份有限公司,公安部治安管理局,中国核能电力股份有限公司,生态环境部核与辐射安全中心,公安部反恐怖局,国家国防科技工业局系统工程二司,公安部第一研究所,公安部科技信息化局,国家核安保技术中心,生态环境部核设施安全监管司,中核核电运行管理有限公司,国家核应急响应技术支持中心",2021-04-25,现行
GB 11291.1-2011,国家标准,工业环境用机器人  安全要求  第1部分：机器人,"北京航天航空大学,北京机械工业自动化研究所",2011-05-12,现行
GB 11291.2-2013,国家标准,机器人与机器人装备  工业机器人的安全要求  第2部分：机器人系统与集成,"北京航空航天大学,北京机械工业自动化研究所,沈阳新松机器人自动化股份有限公司",2013-12-17,现行
GB 11929-2011,国家标准,高水平放射性废液贮存厂房设计规定,中国核电工程有限公司,2011-12-30,现行
GB 14907-2018,国家标准,钢结构防火涂料,"北京金隅涂料有限责任公司,广州督江防火材料有限公司,昆山市宁华防火材料有限公司,公安部消防产品合格评定中心,杭州西子防火材料有限公司,厦门市大平工贸有限公司,公安部四川消防研究所,四川天府防火材料有限公司,北京茂源防火材料厂,江苏海龙核科技股份有限公司,江苏兰陵高分子材料有限公司",2018-11-19,现行
GB 1499.1-2008,企业标准,钢筋混凝土用钢 第1部分：热轧光圆钢筋,湖南华菱湘潭钢铁有限公司,2017-06-12,不执行
GB 15146.1-2008,国家标准,反应堆外易裂变材料的核临界安全  第1部分：核临界安全行政管理规定,"中国工程物理研究院,中国核工业集团公司,环境保护部核与辐射安全中心",2008-09-19,现行
GB 15146.3-2008,国家标准,反应堆外易裂变材料的核临界安全  第3部分：易裂变材料贮存的核临界安全要求,"中国原子能科学研究院,中国核工业集团公司",2008-09-19,现行
GB 18564.1-2019,国家标准,道路运输液体危险货物罐式车辆 第1部分：金属常压罐体技术要求,"广州特种承压设备检测研究院,荆门宏图特种飞行器制造有限公司,杭州专用汽车有限公司,南京三圣物流有限公司,航天晨光股份有限公司,东营市特种设备检验所,程力专用汽车股份有限公司,扬州中集通华专用车有限公司,中国特种设备检测研究院,东莞永强汽车制造有限公司,上海华谊集团装备工程有限公司,上海市气体工业协会,丹东黄海特种专用车有限责任公司,国家质量监督检验检疫总局特种设备安全监察局",2019-10-14,现行
GB 20052-2020,国家标准,电力变压器能效限定值及能效等级,"广东产品质量监督检验研究院,西安西电变压器有限责任公司,山东省产品质量检验研究院,特变电工湖南电气有限公司,电力工业电气设备质量检验测试中心,中国标准化研究院,特变电工沈阳变压器集团有限公司,上海置信电气股份有限公司,天津市特变电工变压器有限公司,深圳供电规划设计院有限公司,江苏华鹏变压器有限公司,中国电力科学研究院有限公司,吴江变压器有限公司,海鸿电气有限公司,宝山钢铁股份有限公司,特变电工衡阳变压器有限公司,保定天威集团特变电气有限公司,特变电工股份有限公司新疆变压器厂,卧龙电气集团北京华泰变压器有限公司,国网电力科学研究院,国际铜专业协会(美国)北京代表处,特变电工股份有限公司,国网江苏省电力有限公司电力科学研究院",2020-05-29,现行
GB 21027-2020,国家标准,学生用品的安全通用要求,"三木控股集团有限公司,宁波兴伟刀具科技有限公司,宁波康大美术用品有限公司,真彩文具股份有限公司,得力集团有限公司,青岛昌隆文具有限公司,广东启智数码股份有限公司,浙江金丝猴文具有限公司,上海马利画材有限公司,中国制笔协会,国家文教用品质量监督检验中心,深圳齐心集团股份有限公司,广博集团股份有限公司,贝发集团股份有限公司,国家轻工业文体用品质量监督检测中心,河北青竹美术颜料有限公司,宁波松鹤文具有限公司,华测检测认证集团股份有限公司,福建新代实业有限公司,中山市联众文具有限公司",2020-07-23,即将实施
GB 21256-2013,国家标准,粗钢生产主要工序单位产品能源消耗限额,"钢铁研究总院,唐山钢铁集团有限责任公司,中国钢铁工业协会",2013-10-10,现行
GB 21341-2017,国家标准,铁合金单位产品能源消耗限额,"钢铁研究总院,中国钢铁工业协会",2017-11-01,现行
GB 21342-2013,国家标准,焦炭单位产品能源消耗限额,"钢铁研究总院,中国炼焦行业协会等,中国钢铁工业协会",2013-10-10,现行
GB 21370-2017,国家标准,炭素单位产品能源消耗限额,"吉林炭素有限公司,河北联冠电极股份有限公司,中国炭素行业协会,中国平煤神马集团开封炭素有限公司,钢铁研究总院,河北顺天电极有限公司,方大炭素新材料科技股份有限公司,合肥炭素有限责任公司",2017-11-01,现行
GB 23727-2020,国家标准,铀矿冶辐射防护和辐射环境保护规定,"生态环境部核与辐射安全中心,核工业北京化工冶金研究院",2020-10-11,现行
GB 25520-2010,国家标准,矿物粉磨和超微粉碎设备  安全要求,"洛阳矿山机械工程设计研究院有限责任公司,中信重工机械股份有限公司",2010-12-01,现行
GB 25522-2010,国家标准,矿物洗选设备  安全要求,"浙江矿山机械有限公司,洛阳矿山机械工程设计研究院有限责任公司,抚顺隆基磁电设备有限公司,中信重工机械股份有限公司",2010-12-01,现行
GB 25526-2010,国家标准,矿用钻井机  安全要求,"洛阳矿山机械工程设计研究院有限责任公司,中信重工机械股份有限公司",2010-12-01,现行
GB 28241-2012,国家标准,液压机  安全技术要求,"合肥锻压机床有限公司,江苏国力锻压机床有限公司,重庆江东机械有限责任公司,湖州机床厂有限公司,济南铸造锻压机械研究所有限公司,天津天锻压力机有限公司",2012-03-09,现行
GB 29993-2013,国家标准,家用燃气用橡胶和塑料软管及软管组合件技术条件和评价方法,"沈阳产品质量监督检验研究院,苏州市第四橡胶有限公司,沈阳橡胶研究设计院,无锡市钱氏功能塑胶有限公司",2013-09-27,现行
GB 30439.1-2013,国家标准,工业自动化产品安全要求  第1部分: 总则,"上海自动化仪表股份有限公司,西南大学,机械工业仪器仪表综合技术经济研究所,上海工业自动化仪表研究院,重庆川仪总厂有限公司等",2013-12-31,现行
GB 30439.4-2013,国家标准,工业自动化产品安全要求  第4部分: 控制阀的安全要求,"中环天仪股份有限公司等,上海自动化仪表股份有限公司,宁夏银星能源股份吴忠仪表公司,机械工业仪器仪表综合技术经济研究所,上海自动化仪表研究所",2013-12-31,现行
GB 36900.1-2018,国家标准,低、中水平放射性废物高完整性容器-球墨铸铁容器,中国核电工程有限公司,2018-11-19,现行
GB 36900.2-2018,国家标准,低、中水平放射性废物高完整性容器-混凝土容器,中国核电工程有限公司,2018-11-19,现行
GB 36900.3-2018,国家标准,低、中水平放射性废物高完整性容器-交联高密度聚乙烯容器,中广核工程有限公司,2018-11-19,现行
GB 38468-2019,国家标准,室内地坪涂料中有害物质限量,"阿克苏诺贝尔太古漆油(广州)有限公司,上海阳森精细化工有限公司,陕西宝塔山油漆股份有限公司,苏州宇江建材有限公司,西卡(中国)有限公司,广州秀珀化工涂料有限公司,三棵树涂料股份有限公司,海虹老人涂料(中国)有限公司,中海油常州涂料化工研究院有限公司,立邦涂料(中国)有限公司,中远关西涂料化工(天津)有限公司,河北晨阳工贸集团有限公司,深圳广田装饰集团股份有限公司,四川嘉宝莉涂料有限公司,上海建科检验有限公司,宁波新安涂料有限公司,科思创(上海)管理有限公司,西北永新涂料有限公司,中国建材检验认证集团股份有限公司,信和新材料股份有限公司,中航百慕新材料技术工程股份有限公司,苏州德达特种涂料有限公司,杭州潮头建材有限公司,北京碧海舟腐蚀防护工业股份有限公司",2019-12-31,现行
GB 38469-2019,国家标准,船舶涂料中有害物质限量,"广东省珠海市质量计量监督检测所,中国船级社,中涂化工(上海)有限公司,上海国际油漆有限公司,中海油常州涂料化工研究院有限公司,海虹老人涂料(中国)有限公司,上海一品颜料有限公司,浙江明泉工业涂装有限公司,珠海市氟特科技有限公司,永记造漆工业(昆山)有限公司,冶建新材料股份有限公司,信和新材料股份有限公司,常州市天安特种涂料有限公司,浙江飞鲸新材料科技股份有限公司",2019-12-31,现行
GB 39220-2020,国家标准,直流输电工程合成电场限值及其监测方法,"生态环境部核与辐射安全中心,生态环境部辐射环境监测技术中心",2020-10-11,现行
GB 5226.6-2014,国家标准,机械电气安全  机械电气设备  第6部分：建设机械技术条件,"北京机床研究所,北京市凯商科技发展有限责任公司,深圳市华测检测技术股份有限公司,中联重科股份有限公司,上海派芬自动控制技术有限公司,山东省方圆集团有限公司,长沙海川自动化设备有限公司,上海华东建筑机械厂有限公司,山河智能装备股份有限公司",2014-05-06,现行
GB 7251.12-2013,企业标准,低压成套开关设备和控制设备 第2部分：成套电力开关和控制设备,重庆川仪自动化股份有限公司,2016-07-27,现行有效
GB 7251.3-2006,企业标准,低压成套开关设备和控制设备 第3部分：对非专业人员可进入场地的低压成套开关设备和控制设备-配电板的特殊要求,重庆川仪自动化股份有限公司,2016-07-27,不执行
GB 7465-2009,国家标准,高活度钴60密封放射源,中国核动力研究设计院,2009-03-13,废止
GB 9706.13-2008,国家标准,医用电气设备  第2部分：自动控制式近距离治疗后装设备安全专用要求,"北京市医疗器械检验所,中国核动力研究设计院设备制造厂",2008-12-15,现行
GB 9706.211-2020,国家标准,医用电气设备 第2-11部分：γ射束治疗设备的基本安全和基本性能专用要求,"北京市医疗器械检验所,深圳市奥沃医学新技术发展有限公司,中国核动力研究设计院设备制造厂",2020-12-24,即将实施
GB 9706.217-2020,国家标准,医用电气设备 第2-17部分：自动控制式近距离治疗后装设备的基本安全和基本性能专用要求,"北京市医疗器械检验所,中国核动力研究设计院设备制造厂,山东新华医疗器械股份有限公司",2020-12-24,即将实施
GB 9706.229-2021,国家标准,医用电气设备 第2-29部分：放射治疗模拟机的基本安全和基本性能专用要求,"北京市医疗器械检验所,中国核动力研究设计院设备制造厂,山东新华医疗器械股份有限公司",2021-08-10,即将实施
GB/T 10045-2018,国家标准,非合金钢及细晶粒钢药芯焊丝,"武汉铁锚焊接材料股份有限公司,天津市金桥焊材集团有限公司,四川大西洋焊接材料股份有限公司,郑州华威焊业有限公司,昆山京群焊材科技有限公司,江苏中江焊丝有限公司,天津大桥焊材集团有限公司,保定市蓝宇焊材有限公司,哈尔滨焊接研究院有限公司",2018-05-14,现行
GB/T 10046-2018,国家标准,银钎料,"河北宇光焊业有限公司,杭州华光焊接新材料股份有限公司,金华市金钟焊接材料有限公司,常熟市华银焊料有限公司,浙江银轮机械股份有限公司,浙江亚通焊材有限公司,郑州机械研究所有限公司,上海斯米克焊材有限公司,哈尔滨焊接研究院有限公司,浙江信和科技股份有限公司",2018-05-14,现行
GB/T 10120-2013,国家标准,金属材料  拉伸应力松弛试验方法,"钢铁研究总院,上海电气电站设备有限公司上海汽轮机厂,冶金工业信息标准研究院,武汉钢铁(集团)公司",2013-09-06,现行
GB/T 10125-2012,国家标准,人造气氛腐蚀试验  盐雾试验,"武汉大学,桐乡铁盛线路器材有限公司,武汉材保新材料有限公司,马鞍山鼎泰稀土科技股份有限公司,宁波高新区远创科技有限公司,武汉材料保护研究所",2012-12-31,现行
GB/T 10129-2019,国家标准,电工钢带（片）中频磁性能测量方法,"长沙天恒测控技术有限公司,宝山钢铁股份有限公司,冶金工业信息标准研究院",2019-08-30,现行
GB/T 10184-2015,国家标准,电站锅炉性能试验规程,"中国特种设备检测研究院,西安热工研究院有限公司,上海发电设备成套设计研究院,上海市特种设备监督检验技术研究院",2015-12-10,现行
GB/T 10264-2014,国家标准,个人和环境监测用热释光剂量测量系统,"中核核电运行管理有限公司,台山核电合营有限公司",2014-09-03,现行
GB/T 10265-2008,国家标准,核级可烧结二氧化铀粉末技术条件,中核建中核燃料元件有限公司,2008-06-19,现行
GB/T 10266-2008,国家标准,烧结二氧化铀芯块技术条件,中核建中核燃料元件有限公司,2008-06-19,现行
GB/T 10267.3-2008,国家标准,金属钙分析方法  第3部分：原子吸收分光光度法直接测定铁、镍、铜、锰、镁,中核北方核燃料元件有限公司,2008-07-02,现行
