standard_num,level,standard_name,drafts_name,publish_date,status
GB/T 25661.2-2010,国家标准,高架横梁移动龙门加工中心  第2部分：技术条件,四川长征机床集团有限公司,2010-12-23,现行
GB/T 25697-2013,国家标准,道路施工与养护机械设备  沥青路面就地热再生复拌机,"江苏徐州工程机械研究院,深圳市华测检测技术股份有限公司,北京建筑机械化研究院,中联重科股份有限公司,鞍山森远路桥股份有限公司,北京建研机械科技有限公司",2013-12-31,现行
GB/T 25700-2010,国家标准,复摆颚式破碎机  能耗指标,"浙江矿山机械有限公司,洛阳矿山机械工程设计研究院有限责任公司,中信重工机械股份有限公司,上海建设路桥机械设备有限公司",2010-12-23,现行
GB/T 25701-2010,国家标准,复摆颚式破碎机  金属单耗,"浙江矿山机械有限公司,洛阳矿山机械工程设计研究院有限责任公司,中信重工机械股份有限公司,上海建设路桥机械设备有限公司",2010-12-23,现行
GB/T 25702-2010,国家标准,复摆颚式破碎机  颚板磨耗,"浙江矿山机械有限公司,洛阳矿山机械工程设计研究院有限责任公司,中信重工机械股份有限公司,山东山矿机械有限公司,上海建设路桥机械设备有限公司",2010-12-23,现行
GB/T 25703-2010,国家标准,溢流型球磨机  能耗指标,"洛阳矿山机械工程设计研究院有限责任公司,沈阳重型机械集团有限责任公司,济南重工股份有限公司,中信重工机械股份有限公司",2010-12-23,现行
GB/T 25704-2010,国家标准,溢流型球磨机  金属单耗,"洛阳矿山机械工程设计研究院有限责任公司,沈阳重型机械集团有限责任公司,济南重工股份有限公司,中信重工机械股份有限公司",2010-12-23,现行
GB/T 25706-2010,国家标准,矿山机械产品型号编制方法,"浙江矿山机械有限公司,洛阳矿山机械工程设计研究院有限责任公司,中信重工机械股份有限公司,上海建设路桥机械设备有限公司,沈阳重型机械集团有限责任公司等",2010-12-23,现行
GB/T 25708-2010,国家标准,球磨机和棒磨机,"洛阳矿山机械工程设计研究院有限责任公司,沈阳重型机械集团有限责任公司,济南重工股份有限公司,中钢集团衡阳重机有限公司等,中信重工机械股份有限公司",2010-12-23,现行
GB/T 25709-2010,国家标准,自磨机和半自磨机,"洛阳矿山机械工程设计研究院有限责任公司,沈阳重型机械集团有限责任公司,中信重工机械股份有限公司",2010-12-23,现行
GB/T 25740.1-2013,国家标准,PROFIBUS & PROFINET 技术行规 PROFIdrive  第1部分：行规规范,"上海自动化仪表股份有限公司,西南大学,机械工业仪器仪表综合技术经济研究所,中国石化集团上海工程有限公司等,中科院(沈阳)自动化研究所",2013-12-31,现行
GB/T 25740.2-2013,国家标准,PROFIBUS & PROFINET 技术行规 PROFIdrive  第2部分：行规到网络技术的映射,"上海自动化仪表股份有限公司,西南大学,机械工业仪器仪表综合技术经济研究所,中国石化集团上海工程有限公司等,中科院(沈阳)自动化研究所",2013-12-31,现行
GB/T 25774.1-2010,国家标准,焊接材料的检验  第1部分：钢、镍及镍合金熔敷金属力学性能试样的制备及检验,"北京金威焊材有限公司等,哈尔滨焊接研究所,建德市新安江电焊条厂,天津大桥焊材集团有限公司",2010-12-23,现行
GB/T 25774.2-2016,国家标准,焊接材料的检验  第2部分：钢的单面单道焊和双面单道焊焊接接头力学性能试样的制备及检验,"武汉铁锚焊接材料股份有限公司,天津市金桥焊材集团有限公司,四川大西洋焊接材料股份有限公司,郑州华威焊业有限公司,哈尔滨焊接研究所,昆山京群焊材科技有限公司,天津大桥焊材集团有限公司",2016-02-24,现行
GB/T 25774.3-2010,国家标准,焊接材料的检验  第3部分：T型接头角焊缝试样的制备及检验,"张家港亨昌焊材有限公司,哈尔滨焊接研究所,建德市新安江电焊条厂,天津是金桥焊材集团有限公司,天津大桥焊材集团有限公司",2010-12-23,现行
GB/T 25775-2010,国家标准,焊接材料供货技术条件  产品类型、尺寸、公差和标志,"天津市金桥焊材集团有限公司,建德市新安江电焊条厂等,哈尔滨焊接研究所,天津大桥焊材集团有限公司",2010-12-23,现行
GB/T 25777-2010,国家标准,焊接材料熔敷金属化学分析试样制备方法,"武汉铁锚焊接材料股份有限公司,天津市金桥焊材集团有限公司,哈尔滨焊接研究所,建德市新安江电焊条厂,天津大桥焊材集团有限公司等",2010-12-23,现行
GB/T 25778-2010,国家标准,焊接材料采购指南,"天津市金桥焊材集团有限公司,哈尔滨焊接研究所,天津大桥焊材集团有限公司,常州华通焊丝有限公司等",2010-12-23,现行
GB/T 25832-2019,国家标准,搪瓷用热轧钢板和钢带,"新余钢铁股份有限公司,鞍钢股份有限公司,首钢集团有限公司,冶金工业信息标准研究院",2019-06-04,现行
GB/T 2585-2021,国家标准,铁路用热轧钢轨,"内蒙古包钢钢联股份有限公司,武汉钢铁有限公司,中国铁道科学研究院集团有限公司金属及化学研究所,鞍山紫竹科技型钢有限公司,鞍钢股份有限公司,西王特钢有限公司,中国铁道科学研究院集团有限公司标准计量研究所,冶金工业信息标准研究院,攀钢集团有限公司",2021-03-09,现行
GB/T 25852-2017,国家标准,8级钢制锻造起重部件,"安吉长虹制链有限公司,巨力索具股份有限公司,北京起重运输机械设计研究院,浙江双鸟机械有限公司",2017-02-28,现行
GB/T 25942-2010,国家标准,核级银-铟-镉合金棒,"西部金属材料股份有限公司,西北有色金属研究院,中核建中核燃料元件有限公司",2010-12-23,现行
GB/T 25942-2022,国家标准,核级银-铟-镉合金棒,"西部金属材料股份有限公司,中核建中核燃料元件有限公司,西安汉唐分析检测有限公司,西安诺博尔稀贵金属材料股份有限公司",2022-03-09,即将实施
GB/T 26064-2010,国家标准,锂圆片,"天津中能锂业有限公司,北京有色金属研究总院,中核建中核燃料元件有限公司",2011-01-10,现行
GB/T 26075-2019,国家标准,抽油杆用圆钢,"河钢集团宣钢公司,天津钢铁集团有限公司,西宁特殊钢股份有限公司,首钢集团有限公司,九环机械股份有限公司,冶金工业信息标准研究院",2019-06-04,现行
GB/T 26077-2021,国家标准,金属材料 疲劳试验 轴向应变控制方法,"深圳万测试验设备有限公司,钢铁研究总院,中机试验装备股份有限公司,西南交通大学,力试(上海)科学仪器有限公司,冶金工业信息标准研究院,钢研纳克成都检测认证有限公司",2021-04-30,现行
GB/T 26079-2010,国家标准,梁式吊具,"巨力索具股份有限公司,冶金工业信息标准研究院",2011-01-10,现行
GB/T 26105-2010,国家标准,防锈油防锈性能试验  多电极电化学法,"湖南省产商品质量监督检验所,洛阳轴承研究所,湖南大学,武汉材料保护研究所",2011-01-10,现行
GB/T 26106-2010,国家标准,机械镀锌层  技术规范和试验方法,"武汉康捷科技发展有限公司,马鞍山鼎泰科技股份有限公司,北京永泰和金属防腐技术有限公司,武汉材料保护研究所,杭州天堂伞业集团有限公司",2011-01-10,现行
GB/T 26107-2010,国家标准,金属与其他无机覆盖层  镀覆和未镀覆金属的外螺纹和螺杆的残余氢脆试验  斜楔法,"武汉康捷科技发展有限公司,宁波沪甬电力器材股份有限公司,武汉材料保护研究所,桐乡市铁盛线路器材有限公司等",2011-01-10,现行
GB/T 26108-2010,国家标准,三价铬电镀  技术条件,"武汉材保电镀技术生产力促进中心,广州二轻研究所,广州市达志化工科技有限公司,武汉材料保护研究所,惠州志发五金制品塑料电镀有限公司",2011-01-10,现行
GB/T 26109-2010,国家标准,水基防锈液防锈性能试验  多电极电化学法,"湖南省产商品质量监督检验所,长沙展鸿化工有限公司,湖南大学,武汉材料保护研究所,广州机械科学研究院",2011-01-10,现行
GB/T 2614-2010,国家标准,镍铬-镍硅热电偶丝,"重庆仪表材料研究所,常州市潞城伟业合金厂等,江苏华鑫合金有限公司,乐清市华东仪表厂",2010-12-01,现行
GB/T 26153.1-2010,国家标准,离线编程式机器人柔性加工系统  第1部分：通用要求,"北京航空航天大学,廊坊智通机器人系统有限公司,北京机械工业自动化研究所",2011-01-14,现行
GB/T 26153.3-2015,国家标准,离线编程式机器人柔性加工系统  第3部分：喷涂系统,"华南理工大学,廊坊智通机器人系统有限公司,北京机械工业自动化研究所,沈阳新松机器人自动化股份有限公司",2015-12-10,现行
GB/T 26154-2010,国家标准,装配机器人  通用技术条件,北京机械工业自动化研究所,2011-01-14,现行
GB/T 26168.1-2018,国家标准,电气绝缘材料 确定电离辐射的影响 第1部分：辐射相互作用和剂量测定,"苏州太湖电工新材料股份有限公司,上海昕讯微波科技有限公司,中国核电工程有限公司,中国科学院上海应用物理研究所,江苏上上电缆集团有限公司,机械工业北京电工技术经济研究所,上海电缆研究所有限公司,上海至正道化高分子材料股份有限公司,深圳市旭升三益科技有限公司,江苏达胜高聚物股份有限公司,深圳市沃尔核材股份有限公司,上海科明传输技术有限公司,桂林国际电线电缆集团有限责任公司,中广核高新核材集团有限公司,无锡江南电缆有限公司,河南恩湃高科集团有限公司,国网河南省电力公司电力科学研究院",2018-06-07,现行
GB/T 26168.2-2018,国家标准,电气绝缘材料 确定电离辐射的影响 第2部分：辐照和试验程序,"上海昕讯微波科技有限公司,中国核电工程有限公司,江苏上上电缆集团有限公司,机械工业北京电工技术经济研究所,上海电缆研究所有限公司,深圳市旭升三益科技有限公司,上海至正道化高分子材料股份有限公司,江苏达胜高聚物股份有限公司,3M中国有限公司,深圳市沃尔核材股份有限公司,嘉兴市爱科森电气技术有限公司,上海科明传输技术有限公司,桂林国际电线电缆集团有限责任公司,中广核高新核材集团有限公司,无锡江南电缆有限公司,河南恩湃高科集团有限公司,国网河南省电力公司电力科学研究院,库柏电子科技(上海)有限公司",2018-06-07,现行
GB/T 26168.4-2018,国家标准,电气绝缘材料 确定电离辐射的影响 第4部分：运行中老化的评定程序,"上海昕讯微波科技有限公司,中国核电工程有限公司,江苏上上电缆集团有限公司,上海电缆研究所有限公司,上海核工程研究设计院,深圳市旭升三益科技有限公司,上海至正道化高分子材料股份有限公司,江苏达胜高聚物股份有限公司,深圳市沃尔核材股份有限公司,哈尔滨动力装备有限公司,上海科明传输技术有限公司,机械工业北京电工经济技术研究所,桂林国际电线电缆集团有限责任公司,中广核高新核材集团有限公司,无锡江南电缆有限公司,河南恩湃高科集团有限公司,国网河南省电力公司电力科学研究院",2018-06-07,现行
GB/T 26280-2010,国家标准,凿岩用硬质合金整体钎,"钢铁研究总院,冶金工业信息标准研究院,贵州三占集团股份有限公司",2011-01-14,现行
GB/T 26287-2010,国家标准,电热水器用铝合金牺牲阳极,"青岛北海防腐技术有限公司,维恩克(鹤壁)镁基材料有限公司,钢铁研究总院,北京有色金属研究总院",2011-01-14,现行
GB/T 26327-2010,国家标准,企业信息化系统集成实施指南,"深圳金蝶中间件有限公司,沈阳东软集团有限公司,北京机械工业自动化研究所,清华大学,上海宝信,北京清软英泰信息技术有限公司",2011-01-14,现行
GB/T 26330-2010,国家标准,银、银合金/铜、铜合金复合带材,"重庆仪表材料研究所,重庆川仪自动化股份有限公司金属功能材料分公司",2011-01-14,现行
GB/T 26429-2022,国家标准,设备工程监理规范,"南京三方化工设备监理有限公司,中铁隧道局集团有限公司,通标标准技术服务有限公司,中咨工程管理咨询有限公司,上海仁泓工程咨询有限公司,北京康布尔石油技术发展有限公司,中国核电工程有限公司,南方电网物资有限公司,广州轨道交通建设监理有限公司,中海油天津化工研究设计院有限公司,浙江江南工程管理股份有限公司,上海天佑工程咨询有限公司,铁科院(北京)工程咨询有限公司,中国设备监理协会,中国工程咨询协会,国家能源集团物资有限公司工程监理中心,国家电网有限公司,北京起重运输机械设计研究院有限公司,陕西威能检验咨询有限公司,北京网联直流工程技术有限公司,电能(北京)工程监理有限公司",2022-04-15,即将实施
GB/T 26484-2011,国家标准,液压机  噪声限值,"合肥锻压机床有限公司,深圳市华测检测技术股份有限公司,济南铸造锻压机械研究所有限公司",2011-05-12,现行
GB/T 26642-2022,国家标准,无损检测 基于存储磷光成像板的工业计算机射线照相检测 金属材料X射线和伽玛射线检测总则,"国核电站运行服务技术有限公司,上海材料研究所,浙江省缙云像质计厂,河南四达检测技术有限公司,湖北三江航天江北机械工程有限公司,核工业工程研究设计有限公司",2022-03-09,即将实施
GB/T 26643.3-2015,国家标准,无损检测  闪光灯激励红外热像法  第3部分：试块,"北京维泰凯信新技术有限公司,航天材料及工艺研究所,中国航空工业集团公司北京航空材料研究院,首都师范大学,重庆师范大学,上海材料研究所",2015-10-09,现行
GB/T 26661-2011,国家标准,SWP大型十字轴式万向联轴器,"乐清联轴器厂,瑞慈传动机械有限公司,山西惠荣传动轴有限责任公司,太原重工股份有限公司,中机生产力促进中心",2011-06-16,现行
GB/T 26722-2022,国家标准,索道用钢丝绳,"贵州钢绳股份有限公司,江苏赛福天钢索股份有限公司,江阴兴澄特种钢铁有限公司,山西工程职业学院,昆山东岸海洋工程有限公司,湖北福星新材料科技有限公司,鞍钢钢绳有限责任公司,冶金工业信息标准研究院",2022-03-09,即将实施
GB/T 2673.1-2018,国家标准,内六角花形沉头螺钉,"机械工业通用零部件产品质量监督检测中心,湖南飞沃新能源科技股份有限公司,晋亿实业股份有限公司,中机生产力促进中心,玉环天烨机械有限公司,舟山市7412工厂",2018-12-28,现行
GB/T 2673.2-2020,国家标准,内六角花形高沉头螺钉,"江苏佳杰特种螺钉有限公司,中机研标准技术研究院(北京)有限公司,江苏耀德科技发展有限公司,吉利汽车研究院(宁波)有限公司,湖南飞沃新能源科技股份有限公司,山东高强紧固件有限公司,晋亿实业股份有限公司,眉山中车紧固件科技有限公司,宁波金鼎紧固件有限公司",2020-03-06,现行
GB/T 26744-2011,国家标准,结构加固修复用玻璃纤维片材,"上海大学,中冶建筑研究总院有限公司,南京海拓复合材料公司,山东省水利科学研究院等,中国核工业华兴建设有限公司",2011-07-20,现行
GB/T 26799-2011,国家标准,点胶机  通用技术条件,"厦门理工学院,特盈自动化科技(厦门)有限公司,北京机械工业自动化研究所",2011-07-29,现行
GB/T 26831.2-2012,国家标准,社区能源计量抄收系统规范  第2部分：物理层与链路层,"沈阳航发热计量技术有限公司等,北京纳思电器有限公司,广东浩迪创新科技有限公司,长沙威胜信息技术有限公司,哈尔滨电工仪表研究所,深圳市泰瑞捷电子有限公司",2012-11-05,现行
GB/T 26899-2011,国家标准,结构用集成材,"北京林业大学,中国建筑西南设计研究院,哈尔滨工业大学等,四川省建筑科学研究院,东北林业大学",2011-07-19,现行
GB/T 26964-2011,国家标准,振动筛  筛板磨耗,"洛阳矿山机械工程设计研究院有限责任公司,南昌矿山机械有限公司,中信重工机械股份有限公司,河南太行振动机械股份有限公司",2011-07-19,现行
GB/T 26965-2011,国家标准,圆锥破碎机  能耗指标,"浙江矿山机械有限公司,洛阳矿山机械工程设计研究院有限责任公司,中信重工机械股份有限公司,上海建设路桥机械设备有限公司,南昌矿山机械有限公司等",2011-07-19,现行
GB/T 26966-2011,国家标准,矿井提升机  提升能效检测方法,"洛阳矿山机械工程设计研究院有限责任公司,山西新富升机器制造有限公司,湖南煤矿机械有限公司等,中信重工机械股份有限公司",2011-07-19,现行
GB/T 27001-2011,国家标准,合格评定  公正性  原则和要求,"中联认证中心,上海质量体系审核中心,广州威凯检测技术研究院,四川三峡认证有限公司,深圳电子产品质量检测中心,中国合格评定国家认可中心",2011-12-30,现行
GB/T 27003-2011,国家标准,合格评定  投诉和申诉  原则和要求,"兴原认证中心有限公司,公安部消防产品合格评定中心和上海质量体系审核中心,北京中大华远认证中心,国家认监委认可监管部,辽宁省电子信息产品监督检验院,中国合格评定国家认可中心",2011-12-30,现行
GB/T 27021.3-2021,国家标准,合格评定 管理体系审核认证机构要求 第3部分：质量管理体系审核与认证能力要求,"通标标准技术服务有限公司,中标华信(北京)认证中心有限公司,国家体育用品质量监督检验中心,广州赛宝认证中心服务有限公司,北京世标认证中心有限公司,中国认证认可协会,北京中大华远认证中心,北京天一正认证中心有限公司,长城(天津)质量保证中心,山东越品检验认证集团有限公司,华夏认证中心有限公司,中国网络安全审查技术与认证中心,深圳市标准技术研究院,中国船级社质量认证公司,北京联合智业认证有限公司,中联认证中心(北京)有限公司,上海质量体系审核中心,北京大陆航星质量认证中心股份有限公司,北京航协认证中心有限责任公司,北京军友诚信质量认证有限公司,湖北省标准化与质量研究院,中环联合(北京)认证中心有限公司,方圆标志认证集团有限公司,海军装备部试验监管局,中国合格评定国家认可中心",2021-05-21,现行
GB/T 27021.8-2022,国家标准,合格评定 管理体系审核认证机构要求  第8部分：城市和社区可持续发展管理体系审核与认证能力要求,"中国质量认证中心,英标管理体系认证(北京)有限公司,北京大陆航星质量认证中心股份有限公司,中国标准化研究院,中标合信(北京)认证有限公司,广州赛宝认证中心服务有限公司,中国认证认可协会,御道工程咨询(北京)有限公司,深圳华测国际认证有限公司,中环联合(北京)认证中心有限公司,方圆标志认证集团有限公司,智城国际标准信息咨询(杭州)有限公司,中国合格评定国家认可中心,华夏认证中心有限公司",2022-04-15,即将实施
GB/T 27021.9-2021,国家标准,合格评定 管理体系审核认证机构要求 第9部分：反贿赂管理体系审核与认证能力要求,"深圳市标准技术研究院,北京大陆航星质量认证中心股份有限公司,阿里巴巴集团,国家市场监督管理总局认证认可技术研究中心,北京在礼合规信息技术有限公司,广州赛宝认证中心服务有限公司,中国认证认可协会,标准认证服务(上海)有限公司,北京中大华远认证中心,安徽省质量和标准化研究院,深圳市品牌建设促进中心,方圆标志认证集团有限公司,深圳市深圳标准促进会,湖北标准化与质量研究院,华夏认证中心有限公司,中国合格评定国家认可中心,上海机动车检测认证技术研究中心有限公司",2021-04-30,现行
GB/T 27029-2022,国家标准,合格评定 审定与核查机构通用原则和要求,"中国船级社质量认证公司,建筑材料工业技术情报研究所,中国质量认证中心,北京联合智业认证有限公司,中国计量协会,中铁检验认证中心有限公司,广州赛宝认证中心服务有限公司,中国认证认可协会,国际市场监督管理总局认证认可技术研究中心,南京中科药业有限公司,深圳华测国际认证有限公司,安徽省质量和标准化研究院,生态环境部环境发展中心,中环联合(北京)认证中心有限公司,方圆标志认证集团有限公司,中国建材检验认证集团股份有限公司,中国合格评定国家认可中心",2022-04-15,即将实施
GB/T 27067-2017,国家标准,合格评定 产品认证基础和产品认证方案指南,"中国船级社质量认证公司,通标标准技术服务有限公司,中国质量认证中心,西门子(深圳)磁共振有限公司,上海质量体系审核中心,中国信息安全认证中心,中国认证认可协会,广州赛宝认证中心,浙江正泰电器股份有限公司,北京中化联合认证有限公司,苏州电器科学研究院,中国建筑标准设计研究院,方圆标志认证集团有限公司,国家认证认可监督管理委员会,北京埃尔维质量认证中心,泰尔认证中心,中国合格评定国家认可中心,华夏认证中心有限公司",2017-12-29,现行
GB/T 27205-2019,国家标准,合格评定 服务认证方案指南和示例,"中国船级社质量认证公司,上海贝恒检测技术有限公司,中国质量认证中心,中标华信(北京)认证中心有限公司,北京中金国盛认证有限公司,天津华诚认证有限公司,中国标准化研究院,中国国家认证认可监督管理委员会,安吉汽车租赁有限公司,中标合信(北京)认证有限公司,广州赛宝认证中心服务有限公司,中国认证认可协会,中国计量大学,方圆标志认证集团有限公司,北京中经科环质量认证有限公司,北京赛西认证有限责任公司",2019-12-31,现行
GB/T 27207-2020,国家标准,合格评定  服务认证模式选择与应用导则,"深圳市标准技术研究院,中国质量认证中心,上海贝恒检测技术有限公司,上海质量体系审核中心,中国标准化研究院,中国国际贸易促进委员会商业行业委员会,中标合信(北京)认证有限公司,广州赛宝认证中心服务有限公司,中国电子技术标准化研究院,北京世标认证中心有限公司,中国认证认可协会,中环联合(北京)认证中心有限公司,上海质量管理科学研究院,中国计量大学,中国建筑科学研究院有限公司,中国合格评定国家认可中心",2020-03-31,现行
GB/T 27309-2014,国家标准,合格评定  能源管理体系认证机构要求,"中国质量认证中心,深圳市华测检测技术股份有限公司,上海质量体系审核中心,方圆标志认证集团有限公司,中国标准化研究院,中国国家认证认可监督管理委员会,中国认证认可协会等,北京三星九千认证中心,中国合格评定国家认可中心",2014-09-03,现行
GB/T 27400-2020,国家标准,合格评定  服务认证技术通则,"深圳市标准技术研究院,上海贝恒检测技术有限公司,上海质量体系审核中心,中国标准化研究院,中国国际贸易促进委员会商业行业委员会,中标合信(北京)认证有限公司,中国电子技术标准化研究院,广州赛宝认证中心服务有限公司,中国认证认可协会,中环联合(北京)认证中心有限公司,上海质量管理科学研究院,中国计量大学,中国合格评定国家认可中心",2020-03-06,现行
GB/T 27423-2019,国家标准,合格评定 检验检测服务风险管理指南,"中国船级社质量认证公司,通标标准技术服务有限公司,浙江省医学科技教育发展中心,苏州电器科学研究院股份有限公司,广州金域医学检验中心有限公司,上海电缆研究所有限公司,国家市场监督管理总局认证认可技术研究中心,国家体育用品质量监督检验中心,中国合格评定国家认可中心,云南省环境监测中心站",2019-12-31,现行
GB/T 27504-2011,国家标准,压力表误差表,"西安工业自动化仪表研究所,西仪集团有限责任公司仪表制造厂,宁波隆兴焊割科技有限公司,雷尔达仪表有限公司,北京康斯特仪表科技有限责任司,红旗仪表有限公司",2011-10-31,现行
GB/T 27505-2011,国家标准,压力控制器,"西安工业自动化仪表研究所,西仪集团有限责任公司仪表制造厂,秦川机床集团宝鸡仪表有些责任公司,宁波隆兴焊割科技股份有限公司等,北京康斯特仪表科技有限公司",2011-10-31,现行
GB/T 27526-2011,国家标准,PROFIBUS过程控制设备行规,"上海自动化仪表有限公司,西南大学,机械工业仪器仪表综合技术经济研究所,北京和利时系统工程股份有限公司,北京机械工业自动化研究所,中国科学院沈阳自动化研究所等",2011-11-21,现行
GB/T 27552-2021,国家标准,金属材料焊缝破坏性试验 焊接接头显微硬度试验,"上海中远川崎重工钢结构有限公司,采埃孚亚太集团有限公司,上海材料研究所,哈尔滨焊接研究院有限公司",2021-10-11,即将实施
GB/T 27691-2017,国家标准,钢帘线用盘条,"江苏永钢集团有限公司,中天钢铁集团有限公司,鞍钢股份有限公司,青岛特殊钢铁有限公司,冶金工业信息标准研究院",2017-05-31,现行
GB/T 27748.2-2013,国家标准,固定式燃料电池发电系统  第2部分：性能试验方法,"武汉理工大学,中国科学院大连化学物理研究所,深圳市华测检测技术股份有限公司,中科院上海硅酸盐研究所,上海神力科技有限公司,武汉银泰科技燃料电池有限公司,宁波拜特测控技术有限公司,机械工业北京电工技术经济研究所,上海攀业氢能源科技有限公司",2013-11-12,现行
GB/T 27758.1-2011,国家标准,工业自动化系统与集成  诊断、能力评估以及维护应用集成  第1部分：综述与通用要求,"北京机械工业自动化研究所,清华大学",2011-12-30,现行
GB/T 27758.2-2015,国家标准,工业自动化系统与集成  诊断、能力评估以及维护应用集成  第2部分：应用领域矩阵元素描述与定义,北京机械工业自动化研究所,2015-12-10,现行
GB/T 27758.3-2017,国家标准,工业自动化系统与集成  诊断、能力评估以及维护应用集成 第3部分：应用集成描述方法,北京机械工业自动化研究所,2017-12-29,现行
GB/T 28295-2012,国家标准,高温合金管材通用技术条件,"钢铁研究总院,冶金工业信息标准研究院",2012-05-11,现行
GB/T 28297-2012,国家标准,厚钢板超声自动检测方法,"重庆钢铁股份有限公司,钢铁研究总院,冶金工业信息标准研究院",2012-05-11,现行
GB/T 28410-2012,企业标准,风力发电塔用结构钢板,湖南华菱湘潭钢铁有限公司,2020-05-26,现行有效
GB/T 28411-2012,国家标准,高温合金精铸结构件通用技术条件,"钢铁研究总院,冶金工业信息标准研究院",2012-06-29,现行
GB/T 28412-2012,国家标准,高温合金精铸叶片通用技术条件,"钢铁研究总院,冶金工业信息标准研究院",2012-06-29,现行
GB/T 28414-2012,国家标准,抗震结构用型钢,"鞍山宝得钢铁有限公司,钢铁研究总院,冶金工业信息标准研究院",2012-06-29,现行
GB/T 28415-2012,国家标准,耐火结构用钢板及钢带,"马钢股份有限公司,鞍钢股份有限公司,冶金工业信息标准研究院,首钢总公司,湖南华菱湘潭钢铁有限公司,攀钢集团攀枝花钢钒有限公司",2012-06-29,现行
GB/T 28536-2012,国家标准,核电厂机械设备老化管理大纲编制导则,"核电秦山联营有限公司,大亚湾核电运营管理有限责任公司,苏州热工研究院有限公司,秦山核电有限公司",2012-06-29,现行
GB/T 28548-2012,国家标准,核电厂主回路水压试验技术导则,"浙江省电力试验研究院,四川省电力工业调整试验所,广东电网公司电力科学研究院,苏州热工研究院有限公司,中广核工程有限公司",2012-06-29,现行
GB/T 28549-2012,国家标准,核电厂调试阶段核岛管道与主设备支吊装置验证要求,"浙江省电力试验研究院,四川省电力工业调整试验所,广东电网公司电力科学研究院,苏州热工研究院有限公司,中广核工程有限公司",2012-06-29,现行
GB/T 28550-2012,国家标准,核电厂调试阶段管道验证要求,"苏州热工院有限公司,浙江省电力试验研究院,四川省电力工业调整试验所,广东电网公司电力科学研究院,中广核工程有限公司",2012-06-29,现行
GB/T 28551-2012,国家标准,核电厂离心泵组调试技术导则,"浙江省电力试验研究院,四川省电力工业调整试验所,广东电网公司电力科学研究院,苏州热工研究院有限公司,中广核工程有限公司",2012-06-29,现行
GB/T 28553-2012,国家标准,汽轮机  蒸汽纯度,"西安热工研究院有限公司,上海发电设备成套设计研究院",2012-06-29,现行
GB/T 28558-2012,国家标准,超临界及超超临界机组参数系列,"上海发电设备成套设计研究院,机械工业北京电工技术经济研究所",2012-06-29,现行
GB/T 28573-2012,国家标准,石油、石化和天然气工业  一般用途汽轮机,"上海发电设备成套设计研究院,杭州汽轮机股份有限公司",2012-06-29,现行
GB/T 28610-2020,国家标准,甲基乙烯基硅橡胶,"沈阳橡胶研究设计院有限公司,合盛硅业股份有限公司,江苏德威新材料股份有限公司",2020-03-06,现行
GB/T 28699-2012,国家标准,钢结构防护涂装通用技术条件,"武汉海德天物新材料有限公司,佛山市科富科技有限公司,武船重型工程有限公司,武汉材料保护研究所",2012-09-03,现行
GB/T 28721-2012,国家标准,大气环境混凝土中钢筋的阴极保护,"大亚湾核电站运营管理有限公司,苏州热工研究院有限公司,中国工业防腐蚀技术协会,中石化西北油田分公司工程研究院防腐蚀中心,南京水利科学研究院",2012-09-03,现行
GB/T 2877.2-2021,国家标准,液压二通盖板式插装阀　第2部分：安装连接尺寸,"厦门程灿工业设备有限公司,河南鹏丽科技有限公司,北京机械工业自动化研究所有限公司,山东泰丰智能控制股份有限公司,宁波华液机器制造有限公司",2021-04-30,现行
GB/T 28812-2012,国家标准,地热发电用汽轮机规范,"西安热工研究院有限公司,上海发电设备成套设计研究院,青岛捷能汽轮机集团股份有限公司",2012-11-05,现行
GB/T 28898-2012,国家标准,冶金材料化学成分分析测量不确定度评定,"武汉钢铁集团公司,山东冶金科学研究院等,钢铁研究总院,上海材料研究所",2012-11-05,现行
GB/T 28904-2012,国家标准,钢铝复合用钢带,"鞍钢股份有限公司,冶金工业信息标准研究院",2012-11-05,现行
GB/T 28907-2012,国家标准,耐硫酸露点腐蚀钢板和钢带,"济钢集团有限公司,鞍钢股份有限公司,攀钢集团攀枝花钢钒有限公司等,冶金工业信息标准研究院",2012-11-05,现行
GB/T 28907-2021,国家标准,耐硫酸露点腐蚀钢板和钢带,"山东泰山钢铁集团有限公司,广西柳州钢铁集团有限公司,湖南华菱涟源钢铁有限公司,鞍钢股份有限公司,山东钢铁集团日照有限公司,首钢集团有限公司,冶金工业信息标准研究院",2021-08-20,即将实施
GB/T 28909-2012,国家标准,超高强度结构用热处理钢板,"济钢集团有限公司,鞍钢股份有限公司,湖南华菱湘潭钢铁有限公司,冶金工业信息标准研究院等",2012-11-05,现行
GB/T 29012-2012,国家标准,道路施工与养护机械设备  道路灌缝机,"徐州集团江苏徐州工程机械研究院,深圳市华测检测技术股份有限公司,北京建筑机械化研究院,鞍山森远路桥股份有限公司,北京建研机械科技有限公司",2012-12-31,现行
GB/T 2903-2015,国家标准,铜—铜镍（康铜）热电偶丝,"山东力群合金材料有限公司,浙江伦特机电有限公司,重庆川仪十七厂有限公司,重庆川仪自动化股份有限公司金属功能材料分公司,常州市潞城伟业合金厂,安徽蓝德集团股份有限公司,沈阳市中色测温仪表材料研究所有限公司,重庆材料研究院有限公司,江苏华鑫合金有限公司",2015-05-15,现行
